User_id,Credit_id,Count_months,Amount,Month_payment,Payed,Left,Planned,Credit_taken,Pay_date
17808,353,7,500.00,50.00,50.00,0.00,50.00,2020-01-29 21:46:21,2020-03-29
17883,354,8,500.00,50.00,0,50.00,50.00,2020-01-30 01:15:52,2020-03-29
17951,355,28,5500.00,184.00,107.39,0.00,184.00,2020-02-13 02:04:27,2020-03-12
312,356,8,1000.00,100.00,100.00,100.00,100.00,2020-01-30 08:35:20,2020-03-30
20632,357,8,500.00,50.00,50.00,50.00,50.00,2020-02-01 01:26:09,2020-03-31
13742,358,8,500.00,50.00,50.00,0.00,50.00,2020-02-01 16:42:59,2020-03-01
1838,359,8,100.00,10.00,10.00,0.00,10.00,2020-02-01 22:48:01,2020-03-01
20614,360,9,500.00,50.00,0,50.00,50.00,2020-02-02 00:52:47,2020-03-01
18296,361,9,250.00,25.00,9.80,15.20,25.00,2020-02-02 06:16:29,2020-03-01
18517,362,9,500.00,50.00,0,50.00,50.00,2020-02-02 09:48:40,2020-03-02
643,363,8,100.00,10.00,10.00,0.00,10.00,2020-02-02 10:46:42,2020-03-02
3120,364,8,100.00,10.00,0,0.00,10.00,2020-02-02 10:56:30,2020-03-02
444,365,8,100.00,10.00,0,0.00,10.00,2020-02-02 13:34:08,2020-03-02
343,366,7,100.00,10.00,0,0.00,10.00,2020-02-02 15:25:11,2020-03-02
20523,367,8,250.00,25.00,25.00,0.00,25.00,2020-02-02 17:05:16,2020-03-02
19719,368,8,500.00,50.00,0,0.00,50.00,2020-02-02 18:38:47,2020-03-02
18762,369,9,500.00,50.00,0,50.00,50.00,2020-02-02 19:38:30,2020-03-02
2551,370,8,100.00,10.00,10.00,0.00,10.00,2020-02-02 21:22:37,2020-03-02
341,371,8,100.00,10.00,0,0.00,10.00,2020-02-02 23:26:03,2020-03-02
16380,372,9,350.00,35.00,0,35.00,35.00,2020-02-23 20:20:46,2020-03-23
322,373,6,100.00,10.00,20.00,0.00,10.00,2020-02-03 03:20:18,2020-03-02
17711,374,6,100.00,10.00,10.00,0.00,10.00,2020-02-03 05:19:21,2020-03-02
21084,375,28,5000.00,167.00,167.00,0.00,167.00,2020-02-03 05:27:26,2020-03-02
21093,376,8,100.00,10.00,10.00,0.00,10.00,2020-02-03 10:05:53,2020-03-03
7032,377,8,100.00,10.00,0,0.00,10.00,2020-02-03 15:16:58,2020-03-03
20883,378,9,250.00,25.00,3.30,21.70,25.00,2020-02-03 19:54:58,2020-03-03
11667,379,8,100.00,10.00,0,0.00,10.00,2020-02-03 22:56:38,2020-03-03
177,380,8,100.00,10.00,10.00,0.00,10.00,2020-02-04 01:43:59,2020-03-03
11303,381,10,800.00,80.00,0,80.00,80.00,2020-02-17 02:58:15,2020-03-16
2554,382,7,100.00,10.00,20.00,0.00,10.00,2020-02-04 10:10:25,2020-03-04
